id,primary_name,overture_primary_category,top_level_category,confidence,basic_category,operating_status,names_json,addresses_json,brand_json,llm_top_level_category
e5043d7d-f519-4548-a6b4-526280f81cde,Sailing San Francisco,boat_rental_and_training,attractions_and_activities,0.9392806887626648,water_sport_equipment_rental_service,open,"{ ""primary"": ""Sailing San Francisco"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""586 Marina Blvd"", ""locality"": ""San Francisco"", ""postcode"": ""94123-1021"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
cbff135c-3703-4eee-828b-834d3da35d95,Doorman Property Management,real_estate_agent,real_estate,0.77,real_estate_agency,open,"{ ""primary"": ""Doorman Property Management"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1881 Lombard St"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,real_estate
8ab906fb-6ea0-4c63-9f46-e6409053caa8,Pet Food Express,pet_store,retail,0.9700375644644412,pet_store,open,"{ ""primary"": ""Pet Food Express"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1188 Mason St"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]","{ ""wikidata"": null, ""names"": { ""primary"": ""Pet Food Express"", ""common"": null, ""rules"": null } }",pets
dd223863-5a0d-4188-9055-9cdecb33bcd0,Café - The Walt Disney Family Museum,cafe,eat_and_drink,0.77,cafe,open,"{ ""primary"": ""Café - The Walt Disney Family Museum"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""104 Montgomery St"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,eat_and_drink
4484f981-9ff2-4bd9-be69-af2b7196c706,State Farm Insurance,insurance_agency,financial_service,1.0,insurance_agency,open,"{ ""primary"": ""State Farm Insurance"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""3717 Buchanan St"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,financial_service
69090c6a-e6fd-4324-8b96-9df67a5b7e30,Bright Horizons at One Letterman,preschool,education,0.77,preschool,open,"{ ""primary"": ""Bright Horizons at One Letterman"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""One Letterman Drive, Bldg. B"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,education
d95a8648-1e5a-4de9-8434-5c56e9fb2ea9,Bridge Cafe,coffee_shop,eat_and_drink,0.3234791106767651,coffee_shop,open,"{ ""primary"": ""Bridge Cafe"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""Merchant Rd"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,eat_and_drink
55135b2b-699e-42ae-8397-da8c32594b5d,Edge of the World Tours,tours,travel,0.3234791106767651,tour_operator,open,"{ ""primary"": ""Edge of the World Tours"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1588 Stillwell Rd"", ""locality"": ""San Francisco"", ""postcode"": ""94129-1037"", ""region"": ""CA"", ""country"": ""US"" } ]",,travel
f9bf748d-c374-4ca0-a1fe-1be4ef95bf59,"Laura Lanzone, Realtor",real_estate_agent,real_estate,0.3234791106767651,real_estate_agency,open,"{ ""primary"": ""Laura Lanzone, Realtor"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1593 North Point St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-1711"", ""region"": ""CA"", ""country"": ""US"" } ]",,real_estate
29064b59-c6be-49a4-9fab-7ad1396c8b0a,SF Camerawork,art_gallery,attractions_and_activities,0.9605582356452942,art_gallery,open,"{ ""primary"": ""SF Camerawork"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""2 Marina Blvd"", ""locality"": ""San Francisco"", ""postcode"": ""94123-1284"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
00eddac2-0e89-410d-ad2d-bd66d0b1391f,Batteries to Bluffs Trail,park,attractions_and_activities,0.9735918045043944,park,open,"{ ""primary"": ""Batteries to Bluffs Trail"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""Langdon Ct @ Battery"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
15e7959f-cbd4-43ca-b73e-e7148f219d74,Coghlan Beach,beach,attractions_and_activities,0.9500626074407352,beach,open,"{ ""primary"": ""Coghlan Beach"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
3e60f335-7830-4638-8a2e-09d6e9ca42c3,Kim Barnes - McGuire Real Estate,real_estate_agent,real_estate,0.3234791106767651,real_estate_agency,open,"{ ""primary"": ""Kim Barnes - McGuire Real Estate"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""2001 Lombard St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-2808"", ""region"": ""CA"", ""country"": ""US"" } ]",,real_estate
8d3e5fc5-f358-4745-8d6c-11097a73fa57,de'Arti Salon,beauty_salon,beauty_and_spa,0.9500626074407352,beauty_salon,open,"{ ""primary"": ""de'Arti Salon"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""3200 Buchanan St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-3517"", ""region"": ""CA"", ""country"": ""US"" } ]",,beauty_and_spa
6d453a7d-89c4-4455-8a4c-2be6ce97f620,Safeway,grocery_store,retail,0.9922210574150084,grocery_store,open,"{ ""primary"": ""Safeway"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""15 Marina Blvd"", ""locality"": ""San Francisco"", ""postcode"": ""94123-1201"", ""region"": ""CA"", ""country"": ""US"" } ]","{ ""wikidata"": null, ""names"": { ""primary"": ""Safeway"", ""common"": null, ""rules"": null } }",retail
7ff7f5da-b59e-4dde-9694-f63b85ed398c,Redbox,clothing_rental,retail,0.77,clothing_store,open,"{ ""primary"": ""Redbox"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""15 Marina Blvd"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,retail
1a74e11f-b3c0-4b2d-b227-7044ac80dca4,Kumon,tutoring_center,education,0.9797833935018052,tutoring_service,open,"{ ""primary"": ""Kumon"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1515 North Point St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-1711"", ""region"": ""CA"", ""country"": ""US"" } ]","{ ""wikidata"": null, ""names"": { ""primary"": ""Kumon"", ""common"": null, ""rules"": null } }",education
108dd5d1-f435-433b-b5c7-79135708c3fd,Launch Incentives,event_planning,professional_services,0.844400195455656,event_or_party_service,open,"{ ""primary"": ""Launch Incentives"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""13 Funston Ave"", ""locality"": ""San Francisco"", ""postcode"": ""94129-4508"", ""region"": ""CA"", ""country"": ""US"" } ]",,professional_services
9518e746-2625-44e5-838c-7eab9600583e,Nest - Integrative Health & Fertility,medical_center,health_and_medical,0.77,healthcare_location,open,"{ ""primary"": ""Nest - Integrative Health & Fertility"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1990 Lombard St"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,health_and_medical
460118f5-47d2-46a2-8b5c-f20811087fbe,Crissy Field Center,youth_organizations,public_service_and_government,0.9969870448112488,youth_organization,open,"{ ""primary"": ""Crissy Field Center"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""603 Mason St"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,education
328a6e41-6997-43c3-814c-fbe26792deea,SF Fire Dept Presidio,fire_protection_service,home_service,0.3234791106767651,home_service,open,"{ ""primary"": ""SF Fire Dept Presidio"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""218 Lincoln Blvd"", ""locality"": ""San Francisco"", ""postcode"": ""94129-1705"", ""region"": ""CA"", ""country"": ""US"" } ]",,public_service_and_government
255cc44f-ead8-4d75-a22b-599403603c5e,Bonita Cove Bunker,landmark_and_historical_building,attractions_and_activities,0.6392360292383872,historic_site,open,"{ ""primary"": ""Bonita Cove Bunker"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""Sausalito"", ""postcode"": null, ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
f6b1302f-272e-4a71-b86d-bf1c39fa14ec,Chapel Of Our Lady - Presidio Of San Francisco,church_cathedral,religious_organization,0.77,christian_place_of_worshop,open,"{ ""primary"": ""Chapel Of Our Lady - Presidio Of San Francisco"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""45 Moraga Ave"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,religious_organization
6b772140-eea8-4b2d-80c0-1d1b7b2cf8a2,The City Waves,dance_school,active_life,0.77,specialty_school,open,"{ ""primary"": ""The City Waves"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""386 Moraga Ave"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,education
374f83c1-bed5-4ee9-bf81-d747ee8c30bc,Vero Kherian Photography,event_photography,professional_services,0.9500626074407352,photography_service,open,"{ ""primary"": ""Vero Kherian Photography"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""3740 Fillmore St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-1220"", ""region"": ""CA"", ""country"": ""US"" } ]",,professional_services
ef7c9d24-14ff-418b-8624-a971351328b8,North Point Nail Spa,cosmetic_and_beauty_supplies,retail,0.77,specialty_store,open,"{ ""primary"": ""North Point Nail Spa"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1513 N Point St"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,beauty_and_spa
68086bed-d26d-40f3-b1ad-3b5d8a68a56e,Silver Cloud Restaurant & Karaoke Bar,restaurant,eat_and_drink,0.9735918045043944,restaurant,open,"{ ""primary"": ""Silver Cloud Restaurant & Karaoke Bar"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1994 Lombard St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-2807"", ""region"": ""CA"", ""country"": ""US"" } ]",,eat_and_drink
e36c5a90-5016-4b4a-9e34-856e079b10af,Bay Trail,attractions_and_activities,attractions_and_activities,0.3234791106767651,entertainment_location,open,"{ ""primary"": ""Bay Trail"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
98bd0739-e38a-42e4-899d-e93e2e710462,Chrissy Fields Park,park,attractions_and_activities,0.6392360292383872,park,open,"{ ""primary"": ""Chrissy Fields Park"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""Chrissy Fields Park"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
c7ba1d0d-e58e-427a-8d21-ec0e7b72479c,Barbara J. Callan - McGuire Real Estate,real_estate_agent,real_estate,0.77,real_estate_agency,open,"{ ""primary"": ""Barbara J. Callan - McGuire Real Estate"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""2001 Lombard St"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,real_estate
8d32661d-fcce-4ebf-a73b-f1f4f4628e93,Point Diablo Light,lighthouse,attractions_and_activities,0.9500626074407352,lighthouse,open,"{ ""primary"": ""Point Diablo Light"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""Marin County"", ""postcode"": ""94941"", ""region"": null, ""country"": ""US"" } ]",,attractions_and_activities
700e3def-47ff-41e2-9905-f3297f6a6809,Battery Golden Gate Lookout,landmark_and_historical_building,attractions_and_activities,0.9933805465698242,historic_site,open,"{ ""primary"": ""Battery Golden Gate Lookout"", ""common"": null, ""rules"": null }","[ { ""freeform"": "" "", ""locality"": ""Sausalito"", ""postcode"": ""94965"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
0a9b6459-c256-42be-8c1c-a6ae5562f500,Presidio Chapel,event_planning,professional_services,0.96177476644516,event_or_party_service,open,"{ ""primary"": ""Presidio Chapel"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""130 Fisher Loop"", ""locality"": ""San Francisco"", ""postcode"": ""94129-1194"", ""region"": ""CA"", ""country"": ""US"" } ]",,religious_organization
85aa57ba-645c-4ec8-8b56-2509bb4289aa,CCSF Fort Mason,college_university,education,0.9735918045043944,college_university,open,"{ ""primary"": ""CCSF Fort Mason"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""Laguna St at Marina Blvd, 1934-Bldg B"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,education
d197e474-2f03-47ed-9963-da34dba0d034,Golden gate,park,attractions_and_activities,0.3234791106767651,park,open,"{ ""primary"": ""Golden gate"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""Battery Bluff Park, Lincoln Blvd"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
9c5f698b-25a4-46ce-b334-6b75a0539f70,Healing Yoga Foundation,yoga_studio,active_life,0.77,fitness_studio,open,"{ ""primary"": ""Healing Yoga Foundation"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""3620 Buchanan St"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,active_life
d5b7c901-053e-4ccb-a230-5893ff30d6dc,Industrial Light & Magic,movie_television_studio,mass_media,0.3234791106767651,media_service,open,"{ ""primary"": ""Industrial Light & Magic"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""San Francisco"", ""postcode"": null, ""region"": ""CA"", ""country"": ""US"" } ]",,mass_media
b46a2d75-331d-4f05-811e-1baa6879ac65,Pawz Spa Grooming,pet_groomer,pets,0.9500626074407352,pet_grooming,open,"{ ""primary"": ""Pawz Spa Grooming"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1937 Lombard St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-2806"", ""region"": ""CA"", ""country"": ""US"" } ]",,pets
01f53006-43d4-420d-85da-fdca7a1e789f,Good Weather Skin,beauty_and_spa,beauty_and_spa,0.5701943844492441,beauty_salon,open,"{ ""primary"": ""Good Weather Skin"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""San Francisco"", ""postcode"": null, ""region"": ""CA"", ""country"": ""US"" } ]",,beauty_and_spa
2ddec65e-0643-4788-b3af-8971e534ac94,Wiki Education,education,education,0.844400195455656,place_of_learning,open,"{ ""primary"": ""Wiki Education"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""11 Funston Ave"", ""locality"": ""San Francisco"", ""postcode"": ""94129-4504"", ""region"": ""CA"", ""country"": ""US"" } ]",,education
1551c78d-a407-4e9c-b25f-f00714763cb2,Presidio of San Francisco,national_park,attractions_and_activities,0.941336154937744,national_park,open,"{ ""primary"": ""Presidio of San Francisco"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""Golden Gate National Recreation Area"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
2fa4f4a4-29a4-4d98-8b5b-e937f44fb653,Puertas al Espaol Spanish Inmersion,education,education,0.3234791106767651,place_of_learning,open,"{ ""primary"": ""Puertas al Espaol Spanish Inmersion"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""63 Funston Ave"", ""locality"": ""San Francisco"", ""postcode"": ""94129-1110"", ""region"": ""CA"", ""country"": ""US"" } ]",,education
68ab1407-f5af-4554-8e1f-f6522f5262f9,Hopper's Hands,attractions_and_activities,attractions_and_activities,0.9735918045043944,entertainment_location,open,"{ ""primary"": ""Hopper's Hands"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""Fort Point, 999 Marine Dr"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,arts_and_entertainment
eb74b7a3-8115-45b3-903e-c27fbcef0acb,Saucony,shoe_store,retail,0.77,shoe_store,open,"{ ""primary"": ""Saucony"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""610 Old Mason St"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,retail
5e56e52f-2f6e-44cf-8413-e30efd03e090,The Presidio,landmark_and_historical_building,attractions_and_activities,0.6392360292383872,historic_site,open,"{ ""primary"": ""The Presidio"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1591 Stilwell Rd"", ""locality"": ""San Francisco"", ""postcode"": ""94129-1030"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
508d8e8e-7573-4de0-ba4f-f89195bba3f3,Cathy Shine Photography,professional_services,professional_services,0.9500626074407352,service_location,open,"{ ""primary"": ""Cathy Shine Photography"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1956 Lombard St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-2807"", ""region"": ""CA"", ""country"": ""US"" } ]",,professional_services
c2171125-89ec-4c8a-b353-68a1ea8c283e,"Marina Cleaners, Inc.",laundry_services,professional_services,0.77,laundry_service,open,"{ ""primary"": ""Marina Cleaners, Inc."", ""common"": null, ""rules"": null }","[ { ""freeform"": ""3717 Buchanan St"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,home_service
a5a62605-eaad-47d6-9118-7d74a87a7498,Bay Area Ridge Trail,hiking_trail,attractions_and_activities,0.6392360292383872,hiking_trail,open,"{ ""primary"": ""Bay Area Ridge Trail"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
eab53cc6-03e6-4480-af29-65746097aa6b,Tusker Corp,property_management,real_estate,0.9500626074407352,property_management_service,open,"{ ""primary"": ""Tusker Corp"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""3636 Buchanan St"", ""locality"": ""San Francisco"", ""postcode"": ""94123-1709"", ""region"": ""CA"", ""country"": ""US"" } ]",,real_estate
9f7e7185-0f0c-49b6-8d88-aea2d9592476,Quartermaster Reach,park,attractions_and_activities,0.9500626074407352,park,open,"{ ""primary"": ""Quartermaster Reach"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""San Francisco"", ""postcode"": null, ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
4130fe63-7aeb-4c3d-a602-57013398b98d,ZAP Zoetrope Aubry Productions,event_photography,professional_services,0.9500626074407352,photography_service,open,"{ ""primary"": ""ZAP Zoetrope Aubry Productions"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""39 Mesa St"", ""locality"": ""San Francisco"", ""postcode"": ""94129-1018"", ""region"": ""CA"", ""country"": ""US"" } ]",,arts_and_entertainment
08aa498d-d6b4-46b3-ae0d-0bffaac2b49a,Battery Spencer,monument,attractions_and_activities,0.996698558330536,monument,open,"{ ""primary"": ""Battery Spencer"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""Conzelman Rd"", ""locality"": ""Sausalito"", ""postcode"": ""94965"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
d9de0aa2-5fee-4ff7-83c5-c1478a3562b3,Presidio Headquarters,park,attractions_and_activities,0.3234791106767651,park,open,"{ ""primary"": ""Presidio Headquarters"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""220 Halleck St"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
319eb407-92f1-46ab-8e89-b3e026d3e4de,Curry Up Now,food_truck,retail,0.77,casual_eatery,open,"{ ""primary"": ""Curry Up Now"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""San Francisco"", ""postcode"": ""94104"", ""region"": ""CA"", ""country"": ""US"" } ]",,eat_and_drink
5f42f29e-8635-42c7-96bc-7aa37c11a7ee,Fort Scott Organic Community Garden,park,attractions_and_activities,0.6392360292383872,park,open,"{ ""primary"": ""Fort Scott Organic Community Garden"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1337 Wisser Ct"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
623dc664-7565-4884-b6fd-6be1db255ec3,Battery Boutelle,landmark_and_historical_building,attractions_and_activities,0.9324440360069276,historic_site,open,"{ ""primary"": ""Battery Boutelle"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""Fort Winfield Scott"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
7aa264d3-4d60-4dca-a8c9-5bebb7415c0d,Affiliate Supplements,vitamins_and_supplements,retail,0.5701943844492441,specialty_store,open,"{ ""primary"": ""Affiliate Supplements"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""Sausalito"", ""postcode"": null, ""region"": ""CA"", ""country"": ""US"" } ]",,retail
8c29a505-8a6b-4cbe-a425-544d54fede4c,House of Air Trampoline Park and Café,fair,arts_and_entertainment,0.9665607810020448,fairgrounds,open,"{ ""primary"": ""House of Air Trampoline Park and Café"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""926 Mason St"", ""locality"": ""San Francisco"", ""postcode"": ""94129"", ""region"": ""CA"", ""country"": ""US"" } ]",,arts_and_entertainment
5380273d-9c56-4eb9-bbea-e92dea8a6809,Fort Point,park,attractions_and_activities,0.9735918045043944,park,open,"{ ""primary"": ""Fort Point"", ""common"": null, ""rules"": null }","[ { ""freeform"": null, ""locality"": ""San Francisco"", ""postcode"": null, ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
43edf505-4d69-4372-9904-80f742d9c402,Presidio of San Francisco,national_park,attractions_and_activities,0.9891512393951416,national_park,open,"{ ""primary"": ""Presidio of San Francisco"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""103 Montgomery St"", ""locality"": ""San Francisco"", ""postcode"": ""94129-1615"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
e01a1e0e-909f-4cb0-9a7d-44578866aa6b,Frisco Vapor,electronics,retail,0.77,electronics_store,open,"{ ""primary"": ""Frisco Vapor"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""1881 Lombard St"", ""locality"": ""San Francisco"", ""postcode"": ""94123"", ""region"": ""CA"", ""country"": ""US"" } ]",,retail
f79a887b-3b53-4aec-a0c6-0ebec5b6af43,Presidio Parade Grounds,active_life,active_life,0.6392360292383872,recreational_location,open,"{ ""primary"": ""Presidio Parade Grounds"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""50 Moraga Ave"", ""locality"": ""San Francisco"", ""postcode"": ""94129-1122"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
d5a332a1-6381-4089-83a6-ad1692aaf35a,Presidio,park,attractions_and_activities,0.9500626074407352,park,open,"{ ""primary"": ""Presidio"", ""common"": null, ""rules"": null }","[ { ""freeform"": ""603 Old Mason St"", ""locality"": ""San Francisco"", ""postcode"": ""94129-1614"", ""region"": ""CA"", ""country"": ""US"" } ]",,attractions_and_activities
